1.866669e+00	1.545455e-01	-3.556533e-01	-2.701577e+00	-2.907593e+00	-3.955713e+00	-2.685274e+00	1.409685e-01	2.776650e-01	2.746869e-01	2.440017e+00	1.361941e+00	4.318964e+00	3.175932e+00	1.337602e+00	3.139820e+00	3.315335e+00	3.885218e+00	5.162198e+00	4.524524e+00
5.773182e+00	2.877453e+00	1.393616e-01	-2.412569e+00	-2.425653e+00	-1.837484e+00	-4.110108e-01	4.349463e-01	1.420267e+00	1.921388e+00	3.626943e+00	4.998842e+00	8.246072e+00	8.211171e+00	1.079816e+01	7.796668e+00	4.252428e+00	2.570715e-01	-3.867972e+00	-2.634456e+00
-2.818750e+00	-2.011355e+00	-1.609392e+00	-2.605996e+00	-1.200067e+00	-1.795659e-01	-2.206981e+00	1.036757e+00	2.318345e-01	-9.513545e-01	-7.383299e-01	2.750365e-01	8.779994e-01	2.328497e+00	1.580314e+00	3.857018e+00	3.057917e+00	-5.340243e-02	-1.800708e+00	-1.639422e+00
4.146334e+00	6.595378e+00	9.174163e+00	9.248880e+00	5.086993e+00	1.408660e+00	4.787449e-01	-2.686458e+00	-2.698108e+00	1.149234e+00	1.464151e+00	-4.585734e-01	-1.390270e+00	-6.898109e-01	-7.344762e-01	-1.047610e+00	1.318578e+00	3.038278e-02	4.186457e-01	1.133730e+00
2.944358e+00	6.728374e+00	7.307187e+00	8.203496e+00	7.682331e+00	9.174332e+00	9.394777e+00	7.088927e+00	8.292363e+00	8.828354e+00	7.128409e+00	7.776254e+00	3.265697e+00	-1.111596e+00	-3.580311e+00	-4.102561e+00	-3.540477e+00	2.061008e+00	3.491351e+00	3.968538e+00
4.162129e+00	2.608744e+00	2.786760e+00	3.626862e+00	5.569339e+00	6.289301e+00	8.314805e+00	8.506439e+00	8.669423e+00	5.302008e+00	1.752029e+00	-2.303982e+00	-1.556943e+00	2.784472e+00	3.947675e+00	6.478658e+00	5.242904e+00	2.621404e+00	4.075920e+00	2.347712e+00
2.658070e+00	5.040307e+00	8.349651e+00	3.201577e+00	-3.506420e+00	-6.034923e+00	-1.301147e+00	6.458256e-01	2.976726e+00	1.318815e+00	-1.135119e+00	-2.890397e+00	-1.830926e+00	-1.402730e+00	9.892159e-01	2.239459e+00	5.760859e+00	7.894852e+00	7.928819e+00	7.843503e+00
9.385206e+00	7.163169e+00	8.272334e+00	6.381904e+00	7.086278e+00	6.850338e+00	2.603907e+00	6.454784e-01	-2.398571e+00	-2.508725e+00	-4.163309e+00	-9.386566e-01	-1.185024e+00	-2.550883e+00	-1.291249e+00	-4.327792e-01	1.445868e+00	2.401209e+00	3.663239e+00	6.494994e+00
8.612813e+00	7.781627e+00	9.099471e+00	7.148417e+00	7.081727e+00	5.802254e+00	6.486276e+00	6.579251e+00	4.856970e+00	5.766736e+00	4.659299e+00	6.065229e+00	6.150985e+00	7.132629e+00	3.572009e+00	-4.457501e-01	-3.586664e+00	-5.581040e+00	-4.892928e+00	-2.807081e+00
6.417908e-01	3.468186e+00	2.647104e+00	1.577918e+00	1.324825e+00	6.790303e-01	1.771932e+00	4.254015e+00	4.033820e+00	6.315929e+00	2.269914e+00	-1.185726e+00	-1.667505e+00	-4.122194e+00	-3.065869e+00	-1.678696e+00	-1.321934e+00	1.850447e-01	2.416851e+00	3.397068e+00
